sample_id,label,captured_at,rgb_image,skeleton_image,people_count,left_shoulder_x,left_shoulder_y,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_visibility,left_hip_x,left_hip_y,left_hip_visibility,right_hip_x,right_hip_y,right_hip_visibility,landmarks_json
sample_0065,full_body,2026-08-17T04:29:44.927+09:00,sample_0065_full_body_20260817_042944_925486_rgb.jpg,sample_0065_full_body_20260817_042944_925486_skeleton.jpg,1,0.522072,0.496324,0.999927,0.404927,0.503011,0.99997,0.497051,0.734833,0.999336,0.430993,0.735768,0.999344,"[{""index"":0,""x"":0.450895,""y"":0.410092,""visibility"":0.999927},{""index"":1,""x"":0.457371,""y"":0.391787,""visibility"":0.999849},{""index"":2,""x"":0.462717,""y"":0.390859,""visibility"":0.999823},{""index"":3,""x"":0.46708,""y"":0.39016,""visibility"":0.999797},{""index"":4,""x"":0.44337,""y"":0.394367,""visibility"":0.999878},{""index"":5,""x"":0.439735,""y"":0.395153,""visibility"":0.999882},{""index"":6,""x"":0.436874,""y"":0.396264,""visibility"":0.999877},{""index"":7,""x"":0.473822,""y"":0.398544,""visibility"":0.999897},{""index"":8,""x"":0.433972,""y"":0.404296,""visibility"":0.999922},{""index"":9,""x"":0.463134,""y"":0.42343,""visibility"":0.999981},{""index"":10,""x"":0.445198,""y"":0.425381,""visibility"":0.999984},{""index"":11,""x"":0.522072,""y"":0.496324,""visibility"":0.999927},{""index"":12,""x"":0.404927,""y"":0.503011,""visibility"":0.99997},{""index"":13,""x"":0.544512,""y"":0.626963,""visibility"":0.96856},{""index"":14,""x"":0.37925,""y"":0.61928,""visibility"":0.986363},{""index"":15,""x"":0.548042,""y"":0.726207,""visibility"":0.900705},{""index"":16,""x"":0.442321,""y"":0.574071,""visibility"":0.995208},{""index"":17,""x"":0.553844,""y"":0.760042,""visibility"":0.82741},{""index"":18,""x"":0.463483,""y"":0.56872,""visibility"":0.990064},{""index"":19,""x"":0.546382,""y"":0.759873,""visibility"":0.84607},{""index"":20,""x"":0.46753,""y"":0.554066,""visibility"":0.987664},{""index"":21,""x"":0.541472,""y"":0.748087,""visibility"":0.824462},{""index"":22,""x"":0.462449,""y"":0.554017,""visibility"":0.982624},{""index"":23,""x"":0.497051,""y"":0.734833,""visibility"":0.999336},{""index"":24,""x"":0.430993,""y"":0.735768,""visibility"":0.999344},{""index"":25,""x"":0.49701,""y"":0.910638,""visibility"":0.979784},{""index"":26,""x"":0.427275,""y"":0.910788,""visibility"":0.981095},{""index"":27,""x"":0.489256,""y"":1.014355,""visibility"":0.884639},{""index"":28,""x"":0.432916,""y"":1.023653,""visibility"":0.878419},{""index"":29,""x"":0.484107,""y"":1.029559,""visibility"":0.682997},{""index"":30,""x"":0.442161,""y"":1.052768,""visibility"":0.64713},{""index"":31,""x"":0.487545,""y"":1.09651,""visibility"":0.71413},{""index"":32,""x"":0.442816,""y"":1.103926,""visibility"":0.686685}]"
sample_0066,full_body,2026-08-17T04:29:45.119+09:00,sample_0066_full_body_20260817_042945_117276_rgb.jpg,sample_0066_full_body_20260817_042945_117276_skeleton.jpg,1,0.521787,0.493363,0.999952,0.404769,0.502183,0.99998,0.497057,0.728151,0.999374,0.431064,0.729862,0.999349,"[{""index"":0,""x"":0.451816,""y"":0.407494,""visibility"":0.999972},{""index"":1,""x"":0.458624,""y"":0.389146,""visibility"":0.99994},{""index"":2,""x"":0.46381,""y"":0.388435,""visibility"":0.999929},{""index"":3,""x"":0.467965,""y"":0.387884,""visibility"":0.999916},{""index"":4,""x"":0.443809,""y"":0.391937,""visibility"":0.999949},{""index"":5,""x"":0.440018,""y"":0.3928,""visibility"":0.99995},{""index"":6,""x"":0.436936,""y"":0.393878,""visibility"":0.999946},{""index"":7,""x"":0.474471,""y"":0.39647,""visibility"":0.999958},{""index"":8,""x"":0.433562,""y"":0.403457,""visibility"":0.999971},{""index"":9,""x"":0.463813,""y"":0.421361,""visibility"":0.999994},{""index"":10,""x"":0.445192,""y"":0.423364,""visibility"":0.999995},{""index"":11,""x"":0.521787,""y"":0.493363,""visibility"":0.999952},{""index"":12,""x"":0.404769,""y"":0.502183,""visibility"":0.99998},{""index"":13,""x"":0.545899,""y"":0.625598,""visibility"":0.97622},{""index"":14,""x"":0.379527,""y"":0.623495,""visibility"":0.989948},{""index"":15,""x"":0.547086,""y"":0.73001,""visibility"":0.934991},{""index"":16,""x"":0.440931,""y"":0.587078,""visibility"":0.996055},{""index"":17,""x"":0.553848,""y"":0.762125,""visibility"":0.882022},{""index"":18,""x"":0.461038,""y"":0.586039,""visibility"":0.991489},{""index"":19,""x"":0.547966,""y"":0.76218,""visibility"":0.892563},{""index"":20,""x"":0.467151,""y"":0.572838,""visibility"":0.989592},{""index"":21,""x"":0.541731,""y"":0.750255,""visibility"":0.879768},{""index"":22,""x"":0.462584,""y"":0.572382,""visibility"":0.985552},{""index"":23,""x"":0.497057,""y"":0.728151,""visibility"":0.999374},{""index"":24,""x"":0.431064,""y"":0.729862,""visibility"":0.999349},{""index"":25,""x"":0.495969,""y"":0.903351,""visibility"":0.980543},{""index"":26,""x"":0.426542,""y"":0.902351,""visibility"":0.983847},{""index"":27,""x"":0.493552,""y"":1.008555,""visibility"":0.891999},{""index"":28,""x"":0.433923,""y"":1.015982,""visibility"":0.874935},{""index"":29,""x"":0.487255,""y"":1.025181,""visibility"":0.683842},{""index"":30,""x"":0.442774,""y"":1.036373,""visibility"":0.633524},{""index"":31,""x"":0.493177,""y"":1.089408,""visibility"":0.718989},{""index"":32,""x"":0.442596,""y"":1.088752,""visibility"":0.660501}]"
sample_0067,full_body,2026-08-17T04:29:45.353+09:00,sample_0067_full_body_20260817_042945_352732_rgb.jpg,sample_0067_full_body_20260817_042945_352732_skeleton.jpg,1,0.521787,0.493363,0.999952,0.404769,0.502183,0.99998,0.497057,0.728151,0.999374,0.431064,0.729862,0.999349,"[{""index"":0,""x"":0.451816,""y"":0.407494,""visibility"":0.999972},{""index"":1,""x"":0.458624,""y"":0.389146,""visibility"":0.99994},{""index"":2,""x"":0.46381,""y"":0.388435,""visibility"":0.999929},{""index"":3,""x"":0.467965,""y"":0.387884,""visibility"":0.999916},{""index"":4,""x"":0.443809,""y"":0.391937,""visibility"":0.999949},{""index"":5,""x"":0.440018,""y"":0.3928,""visibility"":0.99995},{""index"":6,""x"":0.436936,""y"":0.393878,""visibility"":0.999946},{""index"":7,""x"":0.474471,""y"":0.39647,""visibility"":0.999958},{""index"":8,""x"":0.433562,""y"":0.403457,""visibility"":0.999971},{""index"":9,""x"":0.463813,""y"":0.421361,""visibility"":0.999994},{""index"":10,""x"":0.445192,""y"":0.423364,""visibility"":0.999995},{""index"":11,""x"":0.521787,""y"":0.493363,""visibility"":0.999952},{""index"":12,""x"":0.404769,""y"":0.502183,""visibility"":0.99998},{""index"":13,""x"":0.545899,""y"":0.625598,""visibility"":0.97622},{""index"":14,""x"":0.379527,""y"":0.623495,""visibility"":0.989948},{""index"":15,""x"":0.547086,""y"":0.73001,""visibility"":0.934991},{""index"":16,""x"":0.440931,""y"":0.587078,""visibility"":0.996055},{""index"":17,""x"":0.553848,""y"":0.762125,""visibility"":0.882022},{""index"":18,""x"":0.461038,""y"":0.586039,""visibility"":0.991489},{""index"":19,""x"":0.547966,""y"":0.76218,""visibility"":0.892563},{""index"":20,""x"":0.467151,""y"":0.572838,""visibility"":0.989592},{""index"":21,""x"":0.541731,""y"":0.750255,""visibility"":0.879768},{""index"":22,""x"":0.462584,""y"":0.572382,""visibility"":0.985552},{""index"":23,""x"":0.497057,""y"":0.728151,""visibility"":0.999374},{""index"":24,""x"":0.431064,""y"":0.729862,""visibility"":0.999349},{""index"":25,""x"":0.495969,""y"":0.903351,""visibility"":0.980543},{""index"":26,""x"":0.426542,""y"":0.902351,""visibility"":0.983847},{""index"":27,""x"":0.493552,""y"":1.008555,""visibility"":0.891999},{""index"":28,""x"":0.433923,""y"":1.015982,""visibility"":0.874935},{""index"":29,""x"":0.487255,""y"":1.025181,""visibility"":0.683842},{""index"":30,""x"":0.442774,""y"":1.036373,""visibility"":0.633524},{""index"":31,""x"":0.493177,""y"":1.089408,""visibility"":0.718989},{""index"":32,""x"":0.442596,""y"":1.088752,""visibility"":0.660501}]"
sample_0068,full_body,2026-08-17T04:29:45.470+09:00,sample_0068_full_body_20260817_042945_469068_rgb.jpg,sample_0068_full_body_20260817_042945_469068_skeleton.jpg,1,0.520939,0.495926,0.999873,0.403698,0.502182,0.999961,0.497417,0.723033,0.998765,0.43084,0.723267,0.998901,"[{""index"":0,""x"":0.453248,""y"":0.410996,""visibility"":0.999893},{""index"":1,""x"":0.459904,""y"":0.39246,""visibility"":0.999757},{""index"":2,""x"":0.464933,""y"":0.391468,""visibility"":0.999715},{""index"":3,""x"":0.469034,""y"":0.390668,""visibility"":0.99968},{""index"":4,""x"":0.44503,""y"":0.395093,""visibility"":0.999801},{""index"":5,""x"":0.441127,""y"":0.395754,""visibility"":0.999813},{""index"":6,""x"":0.438124,""y"":0.396598,""visibility"":0.999813},{""index"":7,""x"":0.475036,""y"":0.398369,""visibility"":0.999792},{""index"":8,""x"":0.434527,""y"":0.405055,""visibility"":0.999894},{""index"":9,""x"":0.464444,""y"":0.423719,""visibility"":0.999978},{""index"":10,""x"":0.446301,""y"":0.425838,""visibility"":0.999982},{""index"":11,""x"":0.520939,""y"":0.495926,""visibility"":0.999873},{""index"":12,""x"":0.403698,""y"":0.502182,""visibility"":0.999961},{""index"":13,""x"":0.541476,""y"":0.626044,""visibility"":0.954647},{""index"":14,""x"":0.370376,""y"":0.615171,""visibility"":0.987711},{""index"":15,""x"":0.544782,""y"":0.725676,""visibility"":0.883437},{""index"":16,""x"":0.432871,""y"":0.622752,""visibility"":0.983407},{""index"":17,""x"":0.547935,""y"":0.758615,""visibility"":0.815967},{""index"":18,""x"":0.44856,""y"":0.632234,""visibility"":0.968501},{""index"":19,""x"":0.541743,""y"":0.758143,""visibility"":0.82347},{""index"":20,""x"":0.459672,""y"":0.617839,""visibility"":0.965381},{""index"":21,""x"":0.536645,""y"":0.745825,""visibility"":0.808521},{""index"":22,""x"":0.455142,""y"":0.613498,""visibility"":0.955319},{""index"":23,""x"":0.497417,""y"":0.723033,""visibility"":0.998765},{""index"":24,""x"":0.43084,""y"":0.723267,""visibility"":0.998901},{""index"":25,""x"":0.496746,""y"":0.895699,""visibility"":0.982356},{""index"":26,""x"":0.427105,""y"":0.893159,""visibility"":0.983279},{""index"":27,""x"":0.491162,""y"":1.005536,""visibility"":0.934753},{""index"":28,""x"":0.437044,""y"":1.0088,""visibility"":0.919353},{""index"":29,""x"":0.490586,""y"":1.035224,""visibility"":0.771672},{""index"":30,""x"":0.445143,""y"":1.030112,""visibility"":0.69285},{""index"":31,""x"":0.495405,""y"":1.086319,""visibility"":0.861305},{""index"":32,""x"":0.442667,""y"":1.085482,""visibility"":0.814201}]"
sample_0069,full_body,2026-08-17T04:29:45.646+09:00,sample_0069_full_body_20260817_042945_646011_rgb.jpg,sample_0069_full_body_20260817_042945_646011_skeleton.jpg,1,0.523143,0.500276,0.999889,0.405218,0.500517,0.999969,0.495661,0.727961,0.998628,0.429541,0.72521,0.998774,"[{""index"":0,""x"":0.457666,""y"":0.414237,""visibility"":0.999942},{""index"":1,""x"":0.463958,""y"":0.394691,""visibility"":0.999872},{""index"":2,""x"":0.468806,""y"":0.393998,""visibility"":0.999853},{""index"":3,""x"":0.472868,""y"":0.393265,""visibility"":0.999837},{""index"":4,""x"":0.448808,""y"":0.396458,""visibility"":0.999884},{""index"":5,""x"":0.444694,""y"":0.396958,""visibility"":0.999884},{""index"":6,""x"":0.441498,""y"":0.39763,""visibility"":0.999883},{""index"":7,""x"":0.478456,""y"":0.399979,""visibility"":0.999891},{""index"":8,""x"":0.437416,""y"":0.405992,""visibility"":0.999939},{""index"":9,""x"":0.468546,""y"":0.427462,""visibility"":0.999985},{""index"":10,""x"":0.450063,""y"":0.428765,""visibility"":0.999988},{""index"":11,""x"":0.523143,""y"":0.500276,""visibility"":0.999889},{""index"":12,""x"":0.405218,""y"":0.500517,""visibility"":0.999969},{""index"":13,""x"":0.541769,""y"":0.62709,""visibility"":0.964921},{""index"":14,""x"":0.370885,""y"":0.608042,""visibility"":0.985158},{""index"":15,""x"":0.545085,""y"":0.727834,""visibility"":0.894605},{""index"":16,""x"":0.433682,""y"":0.637475,""visibility"":0.986623},{""index"":17,""x"":0.54914,""y"":0.761335,""visibility"":0.834407},{""index"":18,""x"":0.445164,""y"":0.654417,""visibility"":0.974092},{""index"":19,""x"":0.54261,""y"":0.761759,""visibility"":0.849597},{""index"":20,""x"":0.453937,""y"":0.642365,""visibility"":0.971672},{""index"":21,""x"":0.537737,""y"":0.749977,""visibility"":0.835349},{""index"":22,""x"":0.450758,""y"":0.637214,""visibility"":0.967287},{""index"":23,""x"":0.495661,""y"":0.727961,""visibility"":0.998628},{""index"":24,""x"":0.429541,""y"":0.72521,""visibility"":0.998774},{""index"":25,""x"":0.495709,""y"":0.899824,""visibility"":0.982823},{""index"":26,""x"":0.426287,""y"":0.905681,""visibility"":0.983597},{""index"":27,""x"":0.493365,""y"":1.005816,""visibility"":0.933431},{""index"":28,""x"":0.4348,""y"":1.016263,""visibility"":0.919787},{""index"":29,""x"":0.488015,""y"":1.022231,""visibility"":0.746509},{""index"":30,""x"":0.445833,""y"":1.037336,""visibility"":0.69181},{""index"":31,""x"":0.497451,""y"":1.087804,""visibility"":0.835618},{""index"":32,""x"":0.440863,""y"":1.090686,""visibility"":0.79166}]"
sample_0070,full_body,2026-08-17T04:29:45.869+09:00,sample_0070_full_body_20260817_042945_867931_rgb.jpg,sample_0070_full_body_20260817_042945_867931_skeleton.jpg,1,0.521854,0.503693,0.999852,0.402121,0.498412,0.999963,0.493673,0.725025,0.998533,0.426024,0.72293,0.99877,"[{""index"":0,""x"":0.461711,""y"":0.414713,""visibility"":0.999935},{""index"":1,""x"":0.468857,""y"":0.395509,""visibility"":0.999845},{""index"":2,""x"":0.47354,""y"":0.395001,""visibility"":0.999815},{""index"":3,""x"":0.477765,""y"":0.394346,""visibility"":0.999771},{""index"":4,""x"":0.453516,""y"":0.395576,""visibility"":0.999885},{""index"":5,""x"":0.448734,""y"":0.395491,""visibility"":0.999895},{""index"":6,""x"":0.444879,""y"":0.395816,""visibility"":0.999891},{""index"":7,""x"":0.482506,""y"":0.400302,""visibility"":0.999884},{""index"":8,""x"":0.439974,""y"":0.403976,""visibility"":0.999949},{""index"":9,""x"":0.470589,""y"":0.428735,""visibility"":0.999989},{""index"":10,""x"":0.453088,""y"":0.42798,""visibility"":0.999992},{""index"":11,""x"":0.521854,""y"":0.503693,""visibility"":0.999852},{""index"":12,""x"":0.402121,""y"":0.498412,""visibility"":0.999963},{""index"":13,""x"":0.539226,""y"":0.635116,""visibility"":0.969266},{""index"":14,""x"":0.366442,""y"":0.617595,""visibility"":0.992184},{""index"":15,""x"":0.545391,""y"":0.731495,""visibility"":0.913058},{""index"":16,""x"":0.426501,""y"":0.624438,""visibility"":0.990551},{""index"":17,""x"":0.54847,""y"":0.764652,""visibility"":0.85318},{""index"":18,""x"":0.438004,""y"":0.636072,""visibility"":0.981453},{""index"":19,""x"":0.544714,""y"":0.763996,""visibility"":0.858363},{""index"":20,""x"":0.448138,""y"":0.622696,""visibility"":0.979315},{""index"":21,""x"":0.541671,""y"":0.751926,""visibility"":0.850841},{""index"":22,""x"":0.443399,""y"":0.617153,""visibility"":0.973292},{""index"":23,""x"":0.493673,""y"":0.725025,""visibility"":0.998533},{""index"":24,""x"":0.426024,""y"":0.72293,""visibility"":0.99877},{""index"":25,""x"":0.495323,""y"":0.895933,""visibility"":0.98347},{""index"":26,""x"":0.425608,""y"":0.89868,""visibility"":0.98652},{""index"":27,""x"":0.490733,""y"":1.000369,""visibility"":0.901227},{""index"":28,""x"":0.433584,""y"":1.011043,""visibility"":0.901227},{""index"":29,""x"":0.483138,""y"":1.014239,""visibility"":0.721939},{""index"":30,""x"":0.444685,""y"":1.028899,""visibility"":0.663996},{""index"":31,""x"":0.490203,""y"":1.086899,""visibility"":0.765593},{""index"":32,""x"":0.446831,""y"":1.086042,""visibility"":0.724578}]"
sample_0071,upper_body,2026-08-17T04:29:50.997+09:00,sample_0071_upper_body_20260817_042950_995636_rgb.jpg,sample_0071_upper_body_20260817_042950_995636_skeleton.jpg,1,0.537484,0.480413,0.999864,0.364857,0.486278,0.999852,0.49571,0.834263,0.996517,0.404387,0.835649,0.996765,"[{""index"":0,""x"":0.448226,""y"":0.340478,""visibility"":0.999838},{""index"":1,""x"":0.457731,""y"":0.313625,""visibility"":0.999718},{""index"":2,""x"":0.464447,""y"":0.313442,""visibility"":0.999731},{""index"":3,""x"":0.469928,""y"":0.313163,""visibility"":0.999685},{""index"":4,""x"":0.434711,""y"":0.315488,""visibility"":0.999711},{""index"":5,""x"":0.427568,""y"":0.316283,""visibility"":0.999722},{""index"":6,""x"":0.42149,""y"":0.317601,""visibility"":0.999685},{""index"":7,""x"":0.477283,""y"":0.325748,""visibility"":0.99968},{""index"":8,""x"":0.415609,""y"":0.331382,""visibility"":0.999764},{""index"":9,""x"":0.462999,""y"":0.363048,""visibility"":0.999905},{""index"":10,""x"":0.436327,""y"":0.365463,""visibility"":0.999917},{""index"":11,""x"":0.537484,""y"":0.480413,""visibility"":0.999864},{""index"":12,""x"":0.364857,""y"":0.486278,""visibility"":0.999852},{""index"":13,""x"":0.558816,""y"":0.66022,""visibility"":0.995768},{""index"":14,""x"":0.324084,""y"":0.665147,""visibility"":0.990254},{""index"":15,""x"":0.578177,""y"":0.805828,""visibility"":0.974869},{""index"":16,""x"":0.300126,""y"":0.827471,""visibility"":0.959231},{""index"":17,""x"":0.589817,""y"":0.858491,""visibility"":0.942082},{""index"":18,""x"":0.292233,""y"":0.879426,""visibility"":0.931088},{""index"":19,""x"":0.579434,""y"":0.858336,""visibility"":0.951594},{""index"":20,""x"":0.300532,""y"":0.883252,""visibility"":0.940681},{""index"":21,""x"":0.570957,""y"":0.836886,""visibility"":0.955068},{""index"":22,""x"":0.307237,""y"":0.863429,""visibility"":0.944485},{""index"":23,""x"":0.49571,""y"":0.834263,""visibility"":0.996517},{""index"":24,""x"":0.404387,""y"":0.835649,""visibility"":0.996765},{""index"":25,""x"":0.508327,""y"":1.063069,""visibility"":0.728941},{""index"":26,""x"":0.407936,""y"":1.068413,""visibility"":0.861305},{""index"":27,""x"":0.482275,""y"":1.261832,""visibility"":0.250363},{""index"":28,""x"":0.409508,""y"":1.269736,""visibility"":0.399636}]"
sample_0072,upper_body,2026-08-17T04:29:51.121+09:00,sample_0072_upper_body_20260817_042951_120086_rgb.jpg,sample_0072_upper_body_20260817_042951_120086_skeleton.jpg,1,0.541591,0.485954,0.999835,0.366729,0.485382,0.999795,0.494887,0.846525,0.996322,0.401447,0.847041,0.995882,"[{""index"":0,""x"":0.450811,""y"":0.337761,""visibility"":0.999843},{""index"":1,""x"":0.460821,""y"":0.311811,""visibility"":0.999771},{""index"":2,""x"":0.468144,""y"":0.311709,""visibility"":0.999777},{""index"":3,""x"":0.473674,""y"":0.311941,""visibility"":0.999753},{""index"":4,""x"":0.437973,""y"":0.313175,""visibility"":0.999751},{""index"":5,""x"":0.430925,""y"":0.313855,""visibility"":0.999751},{""index"":6,""x"":0.425266,""y"":0.314892,""visibility"":0.999726},{""index"":7,""x"":0.481332,""y"":0.324882,""visibility"":0.99972},{""index"":8,""x"":0.419557,""y"":0.327742,""visibility"":0.999793},{""index"":9,""x"":0.46647,""y"":0.35983,""visibility"":0.999873},{""index"":10,""x"":0.438919,""y"":0.361607,""visibility"":0.999876},{""index"":11,""x"":0.541591,""y"":0.485954,""visibility"":0.999835},{""index"":12,""x"":0.366729,""y"":0.485382,""visibility"":0.999795},{""index"":13,""x"":0.568585,""y"":0.658296,""visibility"":0.998118},{""index"":14,""x"":0.327114,""y"":0.662463,""visibility"":0.99438},{""index"":15,""x"":0.589672,""y"":0.801514,""visibility"":0.98914},{""index"":16,""x"":0.301249,""y"":0.828959,""visibility"":0.978794},{""index"":17,""x"":0.601861,""y"":0.856299,""visibility"":0.970964},{""index"":18,""x"":0.293474,""y"":0.876977,""visibility"":0.960731},{""index"":19,""x"":0.5898,""y"":0.856445,""visibility"":0.97622},{""index"":20,""x"":0.302841,""y"":0.880071,""visibility"":0.96622},{""index"":21,""x"":0.580872,""y"":0.834453,""visibility"":0.979354},{""index"":22,""x"":0.307342,""y"":0.859429,""visibility"":0.969382},{""index"":23,""x"":0.494887,""y"":0.846525,""visibility"":0.996322},{""index"":24,""x"":0.401447,""y"":0.847041,""visibility"":0.995882},{""index"":25,""x"":0.505054,""y"":1.08187,""visibility"":0.625781},{""index"":26,""x"":0.406351,""y"":1.100673,""visibility"":0.708515}]"
sample_0073,upper_body,2026-08-17T04:29:51.296+09:00,sample_0073_upper_body_20260817_042951_294709_rgb.jpg,sample_0073_upper_body_20260817_042951_294709_skeleton.jpg,1,0.528147,0.475599,0.999882,0.354747,0.486901,0.999868,0.495075,0.838333,0.998176,0.397805,0.838261,0.998299,"[{""index"":0,""x"":0.436311,""y"":0.334756,""visibility"":0.999833},{""index"":1,""x"":0.444359,""y"":0.308693,""visibility"":0.999758},{""index"":2,""x"":0.451225,""y"":0.308329,""visibility"":0.999762},{""index"":3,""x"":0.456457,""y"":0.308322,""visibility"":0.999724},{""index"":4,""x"":0.423262,""y"":0.311875,""visibility"":0.999735},{""index"":5,""x"":0.416497,""y"":0.313593,""visibility"":0.999735},{""index"":6,""x"":0.410672,""y"":0.315642,""visibility"":0.999695},{""index"":7,""x"":0.464339,""y"":0.324437,""visibility"":0.999735},{""index"":8,""x"":0.404148,""y"":0.331426,""visibility"":0.999788},{""index"":9,""x"":0.451211,""y"":0.35749,""visibility"":0.999894},{""index"":10,""x"":0.425744,""y"":0.360939,""visibility"":0.999911},{""index"":11,""x"":0.528147,""y"":0.475599,""visibility"":0.999882},{""index"":12,""x"":0.354747,""y"":0.486901,""visibility"":0.999868},{""index"":13,""x"":0.560175,""y"":0.656108,""visibility"":0.998028},{""index"":14,""x"":0.31183,""y"":0.662433,""visibility"":0.993996},{""index"":15,""x"":0.580417,""y"":0.79684,""visibility"":0.991322},{""index"":16,""x"":0.281416,""y"":0.810495,""visibility"":0.982083},{""index"":17,""x"":0.588079,""y"":0.848372,""visibility"":0.977154},{""index"":18,""x"":0.269427,""y"":0.866649,""visibility"":0.967778},{""index"":19,""x"":0.577406,""y"":0.846412,""visibility"":0.980469},{""index"":20,""x"":0.279249,""y"":0.868946,""visibility"":0.971725},{""index"":21,""x"":0.570565,""y"":0.825955,""visibility"":0.982691},{""index"":22,""x"":0.284279,""y"":0.846777,""visibility"":0.974337},{""index"":23,""x"":0.495075,""y"":0.838333,""visibility"":0.998176},{""index"":24,""x"":0.397805,""y"":0.838261,""visibility"":0.998299},{""index"":25,""x"":0.504732,""y"":1.070931,""visibility"":0.624752},{""index"":26,""x"":0.406902,""y"":1.078852,""visibility"":0.760828},{""index"":28,""x"":0.416106,""y"":1.298873,""visibility"":0.242744}]"
sample_0074,upper_body,2026-08-17T04:29:51.495+09:00,sample_0074_upper_body_20260817_042951_494998_rgb.jpg,sample_0074_upper_body_20260817_042951_494998_skeleton.jpg,1,0.528147,0.475599,0.999882,0.354747,0.486901,0.999868,0.495075,0.838333,0.998176,0.397805,0.838261,0.998299,"[{""index"":0,""x"":0.436311,""y"":0.334756,""visibility"":0.999833},{""index"":1,""x"":0.444359,""y"":0.308693,""visibility"":0.999758},{""index"":2,""x"":0.451225,""y"":0.308329,""visibility"":0.999762},{""index"":3,""x"":0.456457,""y"":0.308322,""visibility"":0.999724},{""index"":4,""x"":0.423262,""y"":0.311875,""visibility"":0.999735},{""index"":5,""x"":0.416497,""y"":0.313593,""visibility"":0.999735},{""index"":6,""x"":0.410672,""y"":0.315642,""visibility"":0.999695},{""index"":7,""x"":0.464339,""y"":0.324437,""visibility"":0.999735},{""index"":8,""x"":0.404148,""y"":0.331426,""visibility"":0.999788},{""index"":9,""x"":0.451211,""y"":0.35749,""visibility"":0.999894},{""index"":10,""x"":0.425744,""y"":0.360939,""visibility"":0.999911},{""index"":11,""x"":0.528147,""y"":0.475599,""visibility"":0.999882},{""index"":12,""x"":0.354747,""y"":0.486901,""visibility"":0.999868},{""index"":13,""x"":0.560175,""y"":0.656108,""visibility"":0.998028},{""index"":14,""x"":0.31183,""y"":0.662433,""visibility"":0.993996},{""index"":15,""x"":0.580417,""y"":0.79684,""visibility"":0.991322},{""index"":16,""x"":0.281416,""y"":0.810495,""visibility"":0.982083},{""index"":17,""x"":0.588079,""y"":0.848372,""visibility"":0.977154},{""index"":18,""x"":0.269427,""y"":0.866649,""visibility"":0.967778},{""index"":19,""x"":0.577406,""y"":0.846412,""visibility"":0.980469},{""index"":20,""x"":0.279249,""y"":0.868946,""visibility"":0.971725},{""index"":21,""x"":0.570565,""y"":0.825955,""visibility"":0.982691},{""index"":22,""x"":0.284279,""y"":0.846777,""visibility"":0.974337},{""index"":23,""x"":0.495075,""y"":0.838333,""visibility"":0.998176},{""index"":24,""x"":0.397805,""y"":0.838261,""visibility"":0.998299},{""index"":25,""x"":0.504732,""y"":1.070931,""visibility"":0.624752},{""index"":26,""x"":0.406902,""y"":1.078852,""visibility"":0.760828},{""index"":28,""x"":0.416106,""y"":1.298873,""visibility"":0.242744}]"
